Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1716,Fortalecimiento Financiero,"1,008,935.80","911,705.30","Municipio de Jalapa, Tabasco",Pliego de Observaciones,2017-D-27009-15-1716-06-001,2017-D-27009-15-1716-15-001/EPRA/0128/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 2,145,939.27 pesos ( dos millones ciento cuarenta y cinco mil novecientos treinta y nueve pesos 27/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, porque la obra denominada ""Construcción de camino con mezcla asfáltica, ubicado en el Pob. Fco. J. Santamaría en el municipio de Jalapa"" presenta trabajos de mala calidad, debido a que en todo el tramo se observaron baches y hundimientos.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1716,Fortalecimiento Financiero,"1,008,935.80","911,705.30","Municipio de Jalapa, Tabasco",Pliego de Observaciones,2017-D-27009-15-1716-06-002,2017-D-27009-15-1716-15-002/EPRA/0147/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 307,005.06 pesos ( trescientos siete mil cinco pesos 06/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, porque la obra denominada ""Construcción de Camino con Mezcla Asfáltica Tramo: El Bojon-Entronque Carretero Calicanto"", está concluida y en operación; sin embargo, los conceptos de obra seleccionados para medición presentaron pagos en exceso y en la visita física se determinaron trabajos de mala calidad en la carpeta asfáltica.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1716,Fortalecimiento Financiero,"1,008,935.80","911,705.30",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1386,Programa de Escuelas de Tiempo Completo,"313,251.50","313,251.50",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1388,Recursos del Fondo de Aportaciones Múltiples,"558,240.10","424,153.30",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1388-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 13,629.65 pesos ( trece mil seiscientos veintinueve pesos 65/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por pagar con los Recursos del Fondo de Aportaciones Múltiples 2017, volúmenes de obra que se ejecutaron de menos en dos obras.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1388,Recursos del Fondo de Aportaciones Múltiples,"558,240.10","424,153.30",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1388-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 2,306,895.38 pesos ( dos millones trescientos seis mil ochocientos noventa y cinco pesos 38/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por los Recursos del Fondo de Aportaciones Múltiples 2017 que el estado no comprometió antes del 31 de diciembre de 2017, por 1,762,724.44 pesos (un millón setecientos sesenta y dos mil setecientos veinticuatro pesos 44/100 m.n.) y por los recursos comprometidos que no pagó antes del 31 de marzo de 2018 por 544,170.94 pesos (quinientos cuarenta y cuatro mil ciento setenta pesos 94/100 m.n.).",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1388,Recursos del Fondo de Aportaciones Múltiples,"558,240.10","424,153.30",Gobierno del Estado de Tabasco,Recomendación,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1389-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 250,858.61 pesos ( doscientos cincuenta mil ochocientos cincuenta y ocho pesos 61/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, por no haber reintegrado a la Tesorería de la Federación, a más tardar el 15 de enero de 2018, los recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017 no comprometidos ni devengados al 31 de diciembre de 2017, en los objetivos del fondo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1389-06-007,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 10,591,456.17 pesos ( diez millones quinientos noventa y un mil cuatrocientos cincuenta y seis pesos 17/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, por pagar con recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017, 5 obras concluidas que contienen además adquisiciones de mobiliario y material médico, que en conjunto, no operan y, por tanto, no se logró el beneficio programado.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1389-06-005,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 1,817,631.40 pesos ( un millón ochocientos diecisiete  mil seiscientos treinta y un pesos 40/100 m.n. ), por la falta de aplicación de las penas por incumplimiento en el plazo contratado en cuatro obras financiadas con los recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1389-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 19,600,824.32 pesos ( diecinueve millones seiscientos mil ochocientos veinticuatro pesos 32/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, porque la Secretaría de Planeación y Finanzas del Estado de Tabasco no reintegró a la Tesorería de la Federación los recursos no pagados del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017, al 31 de marzo de 2018.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1389-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 402,245.38 pesos ( cuatrocientos dos mil doscientos cuarenta y cinco pesos 38/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, por no haber reintegrado a la Tesorería de la Federación, los recursos devueltos a la cuenta del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017, correspondientes a una obra en cuyo contrato se estableció una fuente de financiamiento ajena a los recursos del fondo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1389-06-004,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 68,478,642.87 pesos ( sesenta y ocho millones cuatrocientos setenta y ocho mil seiscientos cuarenta y dos pesos 87/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, por destinar los recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017 para el pago de cuotas patronales de las nóminas estatales del ejercicio fiscal 2016 al Instituto de Seguridad Social del Estado de Tabasco (ISSET), concepto que corresponde a gasto corriente no financiable con el fondo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1389-06-006,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 16,595,752.81 pesos ( dieciséis millones quinientos noventa y cinco mil setecientos cincuenta y dos pesos 81/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, porque la Secretaría de Planeación y Finanzas del Estado de Tabasco, no reintegró a la Tesorería de la Federación, los recursos no pagados al 31 de marzo de 2018, de las obras ejecutadas por el municipio de Centro, Tabasco, financiadas con los recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1389,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"699,937.60","699,937.60",Gobierno del Estado de Tabasco,Recomendación,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1390,Recursos del Fondo de Aportaciones para la Educación Tecnológica y de Adultos,"179,896.20","179,896.20",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1391,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"7,338,079.80","7,332,149.50",Gobierno del Estado de Tabasco,Informe de Presunta Responsabilidad Administrativa,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1391,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"7,338,079.80","7,332,149.50",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1391-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 5,999,451.10 pesos ( cinco millones novecientos noventa y nueve mil cuatrocientos cincuenta y un pesos 10/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, porque el estado no reintegró a la Tesorería de la Federación los recursos no devengados al 31 de diciembre de 2017 de los Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo 2017 que permanecen en las cuentas bancarias de la Secretaría de Educación de Tabasco (SETAB).",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1391,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"7,338,079.80","7,332,149.50",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1391-06-004,2017-A-27000-16-1391-15-004/EPRA/0188/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 1,226,697.00 pesos ( un millón doscientos veintiséis mil seiscientos noventa y siete pesos 00/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, porque la Secretaría de Educación Pública (SEP), por cuenta y orden de la Secretaría de Educación de Tabasco (SETAB), realizó 356 pagos indebidos a 123 trabajadores posteriores a su fecha de baja de la dependencia, los cuales contaron con 161 plazas adscritos en 104 centros de trabajo.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1391,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"7,338,079.80","7,332,149.50",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1391-06-002,2017-A-27000-16-1391-15-002/EPRA/0252/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 104,244.69 pesos ( ciento cuatro mil doscientos cuarenta y cuatro pesos 69/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, porque la Secretaría de Educación Pública (SEP), por cuenta y orden de la Secretaría de Educación de Tabasco (SETAB), realizó 11 pagos a 3 trabajadores comisionados al Sindicato Nacional de Trabajadores de la Educación (SNTE) en el estado.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1391,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"7,338,079.80","7,332,149.50",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1391-06-003,2017-A-27000-16-1391-15-003/EPRA/0216/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 874,138.92 pesos ( ochocientos setenta y cuatro mil ciento treinta y ocho pesos 92/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, porque la Secretaría de Educación Pública (SEP), por cuenta y orden de la Secretaría de Educación de Tabasco (SETAB), realizó 146 pagos indebidos a 22 trabajadores con licencia sin goce de sueldo, los cuales contaron con 40 plazas adscritos en 23 centros de trabajo.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1392,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"157,225.20","143,537.30",Gobierno del Estado de Tabasco,Informe de Presunta Responsabilidad Administrativa,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero con Enfoque de Desempeño,1392,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"157,225.20","143,537.30",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-16-1392-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 61,252.04 pesos ( sesenta y un mil doscientos cincuenta y dos pesos 04/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por realizar pagos en exceso con los recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal 2017 en la obra denominada ""Construcción Centro de Justicia Regional de Juicio Oral de Comalcalco, primera etapa"", debido a que los volúmenes de los conceptos con la clave ELECT153 y  ELECT154, cuantificados en los números generadores de la obra, son inferiores a los volúmenes presentados y pagados en las estimaciones.",Con seguimiento concluido,1,1
